FID,country_name,site_name,borehole_name,permafrost_zone,longitude,latitude,elevation,depth,geom_ref,data_start,data_end,responsible_person,responsible_person_name,id_orga
tsp.714,Norway,Juvvass,Juv-BH1* Juvvass,Mountain,8.365,61.6761,1861,10,POINT (8.365 61.676111),,,49,Bernd Etzelmüller,29
tsp.715,Norway,Juvvass,PACE31* Juvvasshøe,Mountain,8.3678,61.6756,1894,20,POINT (8.367778 61.675556),,,65,Ketil Isaksen,38
tsp.716,Norway,Dalsnibba,Da1* Dalsnibba,Sporadic,7.2714,62.0483,1474,15,POINT (7.271389 62.048333),,,65,Ketil Isaksen,38
tsp.717,Norway,Dovrefjell,DB1* Dovrefjell,Mountain,9.3381,62.2969,1505,10,POINT (9.33805556 62.29694444),,,65,Ketil Isaksen,38
tsp.718,Norway,Tana Gruber,GA01-04 Tana Gruber,Discontinuous,28.5304,70.4769,365.9688,120,POINT (28.530395 70.476876),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.719,Norway,Trolltinden,Tr-B-1 Trolltinden,No Permafrost,20.4316,70.0751,848,29.4,POINT (20.431631 70.07511),,,65,Ketil Isaksen,38
tsp.720,Norway,Abojavri,Ab-B-1 Abojavri,Discontinuous,22.1939,69.6424,762.4124,6.6,POINT (22.193922 69.642372),,,49,Bernd Etzelmüller,29
tsp.721,Norway,Abojavri,Ab-B-2 Abojavri,Discontinuous,22.1259,69.681,567.2661,30,POINT (22.125869 69.680958),,,49,Bernd Etzelmüller,29
tsp.722,Norway,Nordnes,NO-B-3 Nordnes,Discontinuous,20.4339,69.5573,853.2289,2.2,POINT (20.433905 69.557284),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.723,Norway,Nordnes,NO-B-2 Nordnes,Discontinuous,20.4197,69.5557,789.9762,2.25,POINT (20.419657 69.55574),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.724,Norway,Nordnes,NO-B-1 Nordnes,Discontinuous,20.4197,69.5557,624,2.5,POINT (20.419657 69.55574),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.725,Norway,Lavkavagge,La-B-3 Lavkavagge,Discontinuous,20.5798,69.2238,492,15.8,POINT (20.579811 69.223843),,,49,Bernd Etzelmüller,29
tsp.726,Norway,Lavkavagge,La-B-2 Lavkavagge,Discontinuous,20.4928,69.2388,600,30.5,POINT (20.492816 69.238828),,,49,Bernd Etzelmüller,29
tsp.727,Norway,Lavkavagge,La-B-1* Lavkavagge,Discontinuous,20.4455,69.249,766,14,POINT (20.445486 69.24905),,,49,Bernd Etzelmüller,29
tsp.728,Norway,Kistefjellet,Ki-B-1* Kistefjellet,No Permafrost,18.1304,69.2907,990,24.8,POINT (18.130366 69.290729),,,65,Ketil Isaksen,38
tsp.729,Norway,Guolasjavi,Gu-B-1* Guolasjavri,Discontinuous,21.2106,69.3537,786,32.3,POINT (21.210644 69.353688),,,65,Ketil Isaksen,38
tsp.730,Norway,Guolasjavi,Gu-B-3 Guolasjavri,Discontinuous,21.0607,69.3556,780,10.5,POINT (21.060716 69.355644),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.731,Norway,Guolasjavi,Gu-B-2 Guolasjavri,Discontinuous,21.168,69.3655,814,10.5,POINT (21.168043 69.3655),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.732,Norway,Bidjovagge,Bidjovagge Bh-S188A,Discontinuous,22.4983,69.2729,732,413,POINT (22.498258 69.272919),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.733,Norway,Bidjovagge,Dh-06 Bidjovagge,Discontinuous,22.4805,69.2996,607.144,80,POINT (22.480455 69.299633),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.734,Norway,Iskoras,Is-B-2* Iskoras PYRN,Mountain,25.346,69.3004,600,57.5,POINT (25.346047 69.300449),,,65,Ketil Isaksen,38
tsp.735,Norway,Iskoras,Is-B-1* Iskoras,Discontinuous,25.3364,69.3023,585,10.7,POINT (25.336438 69.302273),,,66,Hanne Hvidtfeldt  Christiansen ,41
tsp.736,Finland,Vaisjeaggi,Va-1 Vaisjeaggi1*,Sporadic,27.1671,69.8219,291,3.3,POINT (27.1671 69.8219),,,47,Jan Hjort,26
tsp.737,United States,Kotzebue,Kotzebue 1,Continuous,-162.537,66.879,23,5,POINT (-162.537 66.879),,,100,Kenji Yoshikawa,58
tsp.738,United States,Kotzebue,Kotzebue 2,Continuous,-162.6043,66.8518,21.6841,29,POINT (-162.60433 66.85182),2007,2011,10,Vladimir E. Romanovsky,5
tsp.739,United States,Nome,Nome,Continuous,-165.413,64.543,33.172,1.5,POINT (-165.413 64.543),,,100,Kenji Yoshikawa,58
tsp.740,United States,Nome,Nome (TBA),Continuous,-165.2962,64.508,20.1821,60,POINT (-165.29615 64.50796),2007,2011,10,Vladimir E. Romanovsky,5
tsp.741,United States,Kotlik,Kotlik,Continuous,-163.554,63.031,3,2,POINT (-163.554 63.031),,,100,Kenji Yoshikawa,58
tsp.742,United States,Emmonak,Emmonak,Continuous,-164.562,62.783,2,15,POINT (-164.562 62.783),,,100,Kenji Yoshikawa,58
tsp.743,United States,St. Mary\'s,Pitkas Pt/Mountain village,Discontinuous,-163.299,62.068,92.8748,1,POINT (-163.299 62.068),,,100,Kenji Yoshikawa,58
tsp.744,United States,St. Mary\'s,St. Mary\'s,Discontinuous,-163.182,62.0538,32,2,POINT (-163.182 62.0538),,,100,Kenji Yoshikawa,58
tsp.745,United States,Marshall,Marshall,Continuous,-162.078,61.877,28,2.4,POINT (-162.078 61.877),,,100,Kenji Yoshikawa,58
tsp.746,United States,Chevak,Chevak,Continuous,-165.6013,61.538,14.7123,3,POINT (-165.60133 61.53805),2009,2010,100,Kenji Yoshikawa,58
tsp.747,United States,Galena,Galena,Discontinuous,-156.726,64.716,93,5,POINT (-156.726 64.716),,,100,Kenji Yoshikawa,58
tsp.748,United States,Allakaket,Allakaket,Continuous,-152.64,66.56,125.0598,2,POINT (-152.64 66.56),,,100,Kenji Yoshikawa,58
tsp.749,United States,Old Man,Old Man*,Discontinuous,-150.6188,66.4502,390,63,POINT (-150.618819 66.450214),2005,2012,10,Vladimir E. Romanovsky,5
tsp.750,United States,Venetie,Venetie,Discontinuous,-146.414,67.016,172,3,POINT (-146.414 67.016),,,100,Kenji Yoshikawa,58
tsp.751,United States,Fort Yukon,Fort Yukon,Discontinuous,-145.25,66.564,130,2.5,POINT (-145.25 66.564),,,100,Kenji Yoshikawa,58
tsp.752,United States,Circle,Circle,Discontinuous,-144.067,65.817,177,3,POINT (-144.067 65.817),2006,2010,100,Kenji Yoshikawa,58
tsp.753,United States,Eagle,Eagle 1,Discontinuous,-141.18,64.7799,269,3,POINT (-141.18 64.7799),,,100,Kenji Yoshikawa,58
tsp.754,United States,Eagle,Eagle 2,Discontinuous,-141.1802,64.7784,268.3482,63,POINT (-141.180194 64.778417),2008,2009,10,Vladimir E. Romanovsky,5
tsp.755,United States,Arctic Village,Arctic Village,Continuous,-145.534,68.129,623.8552,5,POINT (-145.534 68.129),2007,2009,100,Kenji Yoshikawa,58
tsp.756,United States,Tununak,Tununak,Discontinuous,-165.251,60.586,22,3,POINT (-165.251 60.586),,,100,Kenji Yoshikawa,58
tsp.757,United States,Toksook Bay,Toksook Bay,Discontinuous,-165.1081,60.5327,7,3,POINT (-165.108143 60.53271),,,100,Kenji Yoshikawa,58
tsp.758,United States,Nightmute,Nightmute,Continuous,-164.723,60.4769,8,3,POINT (-164.723012 60.476932),,,100,Kenji Yoshikawa,58
tsp.759,United States,Newtok,Newtok,Continuous,-164.6294,60.9353,5,3,POINT (-164.629364 60.935268),,,100,Kenji Yoshikawa,58
tsp.760,United States,Hooper Bay,Hooper Bay,Continuous,-166.1328,61.5166,8.0308,6,POINT (-166.13281 61.51661),,,100,Kenji Yoshikawa,58
tsp.761,United States,Scammon Bay,Scammon Bay,Continuous,-165.56,61.84,6.3007,3,POINT (-165.56 61.84),,,100,Kenji Yoshikawa,58
tsp.762,United States,Sheldon Point,Sheldon Point,Continuous,-164.84,62.52,1,3,POINT (-164.84 62.52),,,100,Kenji Yoshikawa,58
tsp.763,United States,Stebbins,Stebbins,Continuous,-162.281,63.52,7.8477,4,POINT (-162.281 63.52),,,100,Kenji Yoshikawa,58
tsp.764,United States,St. Micheal,St. Micheal,Continuous,-162.03,63.483,8,4,POINT (-162.03 63.483),,,100,Kenji Yoshikawa,58
tsp.765,United States,Unalakleet,Unalakleet,Continuous,-160.765,63.888,8.9973,4,POINT (-160.765 63.888),,,100,Kenji Yoshikawa,58
tsp.766,United States,Shaktoolik,Shaktoolik,Discontinuous,-161.13,64.319,2,3,POINT (-161.13 64.319),,,100,Kenji Yoshikawa,58
tsp.767,United States,Kaltag,Kaltag,Continuous,-158.724,64.324,45,5,POINT (-158.724 64.324),,,100,Kenji Yoshikawa,58
tsp.768,United States,Koyuk,Koyuk,Discontinuous,-161.156,64.932,6,2,POINT (-161.156 64.932),,,100,Kenji Yoshikawa,58
tsp.769,United States,Elim,Elim,Discontinuous,-162.263,64.621,21.1753,3,POINT (-162.263 64.621),,,100,Kenji Yoshikawa,58
tsp.770,United States,Golovin,Golovin,Continuous,-163.024,64.544,5,4,POINT (-163.024 64.544),,,100,Kenji Yoshikawa,58
tsp.771,United States,White Mountain,White Mountain,Continuous,-163.413,64.682,14,10,POINT (-163.413 64.682),,,100,Kenji Yoshikawa,58
tsp.772,United States,Buckland,Buckland,Discontinuous,-161.137,65.976,9,3,POINT (-161.137 65.976),,,100,Kenji Yoshikawa,58
tsp.773,United States,Teller,Teller,Discontinuous,-166.368,65.263,5.4282,4,POINT (-166.368 65.263),,,100,Kenji Yoshikawa,58
tsp.774,United States,Brevig Mission,Brevig Mission,Discontinuous,-166.496,65.335,4.0291,3,POINT (-166.496 65.335),,,100,Kenji Yoshikawa,58
tsp.775,United States,Wales,Wales,Continuous,-168.085,65.605,8.5332,1.6,POINT (-168.085 65.605),,,100,Kenji Yoshikawa,58
tsp.776,United States,Shishmaref,Shishmaref,Continuous,-166.075,66.254,7,4,POINT (-166.075 66.254),,,100,Kenji Yoshikawa,58
tsp.777,United States,Noorvik,Noorvik,Continuous,-161.041,66.833,15.2402,5,POINT (-161.041 66.833),,,100,Kenji Yoshikawa,58
tsp.778,United States,Kiana,Kiana,Continuous,-160.439,66.971,28,3,POINT (-160.439 66.971),,,100,Kenji Yoshikawa,58
tsp.779,United States,Selawik,Selawik Village,Continuous,-160.0192,66.6056,17,3,POINT (-160.019213 66.605569),,,100,Kenji Yoshikawa,58
tsp.780,United States,Ambler,Ambler,Continuous,-157.866,67.084,29,3,POINT (-157.866 67.084),2008,2010,100,Kenji Yoshikawa,58
tsp.781,United States,Shungnak,Shungnak,Continuous,-157.136,66.89,52,3,POINT (-157.136 66.89),,,100,Kenji Yoshikawa,58
tsp.782,United States,Huslia,Huslia,Discontinuous,-156.367,65.696,48,4,POINT (-156.367 65.696),,,100,Kenji Yoshikawa,58
tsp.783,United States,Tanana,Tanana,Discontinuous,-152.088,65.172,62.0184,2,POINT (-152.088 65.172),,,100,Kenji Yoshikawa,58
tsp.784,United States,Nikolai,Nikolai,Discontinuous,-154.374,63.014,130.3605,3,POINT (-154.374 63.014),,,100,Kenji Yoshikawa,58
tsp.785,United States,McGrath,McGrath,Discontinuous,-155.549,62.939,101,5,POINT (-155.549 62.939),,,100,Kenji Yoshikawa,58
tsp.786,United States,Shageluk,Shageluk,Continuous,-159.532,62.654,30,5,POINT (-159.532 62.654),,,100,Kenji Yoshikawa,58
tsp.787,United States,Anvik,Anvik,Continuous,-160.195,62.649,63,4,POINT (-160.195 62.649),,,100,Kenji Yoshikawa,58
tsp.788,United States,Chuathbaluk,Chuathbaluk,Discontinuous,-159.25,61.573,51.2037,3,POINT (-159.25 61.573),,,100,Kenji Yoshikawa,58
tsp.789,United States,Kalskag,Kalskag,Continuous,-160.317,61.5408,12,3,POINT (-160.317047 61.54076),,,100,Kenji Yoshikawa,58
tsp.790,United States,Russian Mission,Russian Mission,Continuous,-161.325,61.786,47,5,POINT (-161.325 61.786),,,100,Kenji Yoshikawa,58
tsp.791,United States,Bethel,Bethel,Continuous,-161.768,60.808,13,12,POINT (-161.768 60.808),2008,2011,100,Kenji Yoshikawa,58
tsp.792,United States,Eek,Eek,Continuous,-162.0266,60.2153,4.8481,3,POINT (-162.026586 60.215326),,,100,Kenji Yoshikawa,58
tsp.793,United States,Tuntutuliak,Tuntutuliak,Continuous,-162.672,60.34,4,3,POINT (-162.672 60.34),,,100,Kenji Yoshikawa,58
tsp.794,United States,Quinhagak,Quinhagak,Continuous,-161.8957,59.7518,5,3,POINT (-161.895711 59.751793),,,100,Kenji Yoshikawa,58
tsp.795,United States,Kongiganak,Kongiganak,Continuous,-162.8872,59.959,1,3,POINT (-162.887153 59.959015),,,100,Kenji Yoshikawa,58
tsp.796,United States,Kwigillingok,Kwigillingok,Continuous,-163.159,59.8777,2,3,POINT (-163.159027 59.877701),,,100,Kenji Yoshikawa,58
tsp.797,United States,Kasigluk,Kasigluk-Akiuk,Continuous,-162.519,60.894,3,3,POINT (-162.519 60.894),,,100,Kenji Yoshikawa,58
tsp.798,United States,Nunapitchuk,Nunapitchuk,Continuous,-162.4574,60.8961,4,3,POINT (-162.457352 60.896069),,,100,Kenji Yoshikawa,58
tsp.799,United States,Atmautluak,Atmautluak,Continuous,-162.2757,60.8572,2,6,POINT (-162.275726 60.857159),2009,2011,100,Kenji Yoshikawa,58
tsp.800,United States,Platinum,Platinum,Sporadic,-161.827,59.011,1,2,POINT (-161.827 59.011),,,100,Kenji Yoshikawa,58
tsp.801,United States,Koliganek,Koliganek,Sporadic,-157.2857,59.7258,69.1161,3,POINT (-157.28566 59.72578),,,100,Kenji Yoshikawa,58
tsp.802,United States,Igiugig,Igiugig,Sporadic,-155.92,59.311,34,2.5,POINT (-155.92 59.311),,,100,Kenji Yoshikawa,58
tsp.803,United States,Port Heiden,Port Heiden,No Permafrost,-158.6617,56.9234,3,3,POINT (-158.66165 56.92344),,,100,Kenji Yoshikawa,58
tsp.804,United States,Homer,Homer,No Permafrost,-151.18,59.775,403,3,POINT (-151.18 59.775),,,100,Kenji Yoshikawa,58
tsp.805,United States,Valdez,Valdez,No Permafrost,-146.355,61.139,28,2,POINT (-146.355 61.139),,,100,Kenji Yoshikawa,58
tsp.806,United States,Noatak,Noatak,Continuous,-162.969,67.575,18,5.5,POINT (-162.969 67.575),,,100,Kenji Yoshikawa,58
tsp.807,United States,Kivalina,Kivalina,Continuous,-164.492,67.717,3.9797,3,POINT (-164.492 67.717),,,100,Kenji Yoshikawa,58
tsp.808,United States,Point Lay,Pt. Lay,Continuous,-162.9592,69.7426,3,3,POINT (-162.9592 69.74257),,,100,Kenji Yoshikawa,58
tsp.809,United States,Tunalik,Tunalik,Continuous,-161.0692,70.206,26,556,POINT (-161.069211 70.205958),,,34,Gary D. Clow,18
tsp.810,United States,Awuna,Awuna */AWUN,Continuous,-158.0226,69.1532,337.3492,884,POINT (-158.022575 69.153217),,,34,Gary D. Clow,18
tsp.811,United States,Koluktak,Koluktak/KOL,Continuous,-154.6111,69.7524,56,227,POINT (-154.611144 69.752394),,,34,Gary D. Clow,18
tsp.812,United States,Umiat,Seabee */SBE,Continuous,-152.1754,69.3801,90.7655,393,POINT (-152.175358 69.380144),,,34,Gary D. Clow,18
tsp.813,United States,Inigok,North Inigok/NING,Continuous,-152.766,70.2576,41,625,POINT (-152.765981 70.257589),,,34,Gary D. Clow,18
tsp.814,United States,Kuyanak,Kuyanak,Continuous,-156.0647,70.9315,3,856,POINT (-156.064744 70.931522),,,34,Gary D. Clow,18
tsp.815,United States,Tulageak,Tulageak,Continuous,-155.7336,71.1893,3,756,POINT (-155.733561 71.189339),,,34,Gary D. Clow,18
tsp.816,United States,Tulageak,West Dease/WDS,Continuous,-155.6292,71.1591,2,823,POINT (-155.629219 71.159069),,,34,Gary D. Clow,18
tsp.817,United States,Simpson,East Simpson 1/ESN,Continuous,-154.618,70.9178,2,600,POINT (-154.617986 70.917781),,,34,Gary D. Clow,18
tsp.818,United States,Peard Bay,Peard Bay/PEA,Continuous,-159.0007,70.7156,23,591,POINT (-159.0007 70.715644),,,34,Gary D. Clow,18
tsp.819,United States,Kugrua,Kugrua/KAG,Continuous,-158.662,70.587,19.4845,582,POINT (-158.662017 70.587022),,,34,Gary D. Clow,18
tsp.820,United States,Meade,South Meade/SME,Continuous,-156.8899,70.615,12,549,POINT (-156.889889 70.614978),,,34,Gary D. Clow,18
tsp.821,United States,Trapper Creek,Trapper Creek,No Permafrost,-150.25,62.558,220,1,POINT (-150.25 62.558),,,100,Kenji Yoshikawa,58
tsp.822,United States,Drew Point,Drew Point */DRP,Continuous,-153.9,70.8798,5,640,POINT (-153.899981 70.879761),,,34,Gary D. Clow,18
tsp.823,United States,Ikpikpuk,Ikpikpuk/IKP,Continuous,-154.3313,70.4555,10,615,POINT (-154.331328 70.455467),,,34,Gary D. Clow,18
tsp.824,United States,Teshepuk,East Teshepuk/ETK,Continuous,-152.9436,70.5699,2,727,POINT (-152.943583 70.569906),,,34,Gary D. Clow,18
tsp.825,United States,Fish Creek,West Fish Ck 1*/FCK,Continuous,-152.0606,70.3267,27,735,POINT (-152.060564 70.326664),,,34,Gary D. Clow,18
tsp.826,United States,Nuiqsut,Nuiqsut,Continuous,-150.99,70.221,16,2,POINT (-150.99 70.221),,,100,Kenji Yoshikawa,58
tsp.827,United States,Atigaru,Atigaru/ATI,Continuous,-151.7172,70.5561,2,648,POINT (-151.717181 70.556119),,,34,Gary D. Clow,18
tsp.828,United States,Harrison,South Harrison/SOH,Continuous,-151.7312,70.4248,7,399,POINT (-151.731244 70.424808),,,34,Gary D. Clow,18
tsp.829,United States,Kalikpik,North Kalikpik/NKP,Continuous,-152.3678,70.5092,5,660,POINT (-152.367825 70.509172),,,34,Gary D. Clow,18
tsp.830,United States,Galbraith Lake   ,Galbraith Lake *,Continuous,-149.5024,68.4774,823,75,POINT (-149.502416 68.477413),2001,2013,10,Vladimir E. Romanovsky,5
tsp.831,United States,Chandalar Shelf,Chandalar Shelf,Mountain,-149.5804,68.0691,965.8581,61,POINT (-149.580424 68.069069),2001,2013,10,Vladimir E. Romanovsky,5
tsp.832,United States,Chandalar Shelf,Atigun Pass,Continuous,-149.463,68.1339,1345,5.5,POINT (-149.463026 68.133866),,,10,Vladimir E. Romanovsky,5
tsp.833,United States,Anaktuvuk Pass,Anaktuvuk Pass,Continuous,-151.723,68.147,665.4604,1.5,POINT (-151.723 68.147),2008,2009,100,Kenji Yoshikawa,58
tsp.834,United States,Coldfoot,Coldfoot,Discontinuous,-150.1614,67.2373,335,62,POINT (-150.161443 67.237269),2006,2012,10,Vladimir E. Romanovsky,5
tsp.835,United States,Manley Hot Springs,Manley Hot Springs,Discontinuous,-150.638,64.995,78.9876,4,POINT (-150.638 64.995),,,100,Kenji Yoshikawa,58
tsp.836,United States,Minto,Minto,Discontinuous,-149.349,65.153,114,3.8,POINT (-149.349 65.153),,,100,Kenji Yoshikawa,58
tsp.837,United States,Five Mile,Stevens Village,Discontinuous,-149.85,66.005,784.0452,3,POINT (-149.85 66.005),,,100,Kenji Yoshikawa,58
tsp.838,United States,Five Mile,Yukon Bridge,Discontinuous,-149.7333,65.8833,221,61,POINT (-149.733333 65.883333),2005,2012,10,Vladimir E. Romanovsky,5
tsp.839,United States,Livengood,Livengood,Discontinuous,-148.6015,65.5068,179,42,POINT (-148.6015 65.506773),2005,2014,10,Vladimir E. Romanovsky,5
tsp.840,United States,Beaver,Beaver,Discontinuous,-147.393,66.361,107,5.5,POINT (-147.393 66.361),2006,2010,10,Vladimir E. Romanovsky,5
tsp.841,United States,Chalkyitsik,Chalkyitsik,Discontinuous,-143.732,66.647,168.1321,3,POINT (-143.732 66.647),,,100,Kenji Yoshikawa,58
tsp.842,United States,Healy,Healy,Discontinuous,-149.014,63.874,550,5.5,POINT (-149.014 63.874),,,100,Kenji Yoshikawa,58
tsp.843,United States,Healy,Healy (TBA),Discontinuous,-149.244,63.878,669.6991,28,POINT (-149.244 63.878),2008,2012,10,Vladimir E. Romanovsky,5
tsp.844,United States,Cantwell,Cantwell,Discontinuous,-148.88,63.41,666.3296,3,POINT (-148.88 63.41),,,100,Kenji Yoshikawa,58
tsp.845,United States,Anderson,Anderson,Discontinuous,-149.198,64.349,155,2,POINT (-149.198 64.349),2007,2011,100,Kenji Yoshikawa,58
tsp.846,United States,Gakona,Gakona4,Continuous,-145.1574,62.4115,565,30,POINT (-145.157416 62.4115),2008,2012,10,Vladimir E. Romanovsky,5
tsp.847,United States,Gakona,Gakona3,Continuous,-145.1569,62.3947,556,15,POINT (-145.15687 62.39471),,,10,Vladimir E. Romanovsky,5
tsp.848,United States,Gakona,Gakona1,Continuous,-145.1453,62.3929,550,30,POINT (-145.145277 62.392916),2009,2013,10,Vladimir E. Romanovsky,5
tsp.849,United States,Gakona,Gakona2,Continuous,-145.1469,62.3913,548,5,POINT (-145.146888 62.391277),2009,2013,10,Vladimir E. Romanovsky,5
tsp.850,United States,Hogan Hill,Hogan Hill,Discontinuous,-145.4415,62.6164,671.6725,60,POINT (-145.4415 62.6164),,,10,Vladimir E. Romanovsky,5
tsp.851,United States,Northway,Northway,Discontinuous,-141.891,62.9664,521,5,POINT (-141.891 62.9664),,,100,Kenji Yoshikawa,58
tsp.852,United States,Kenny Lake,Kenny Lake,Continuous,-145.009,61.728,396.1792,3,POINT (-145.009 61.728),,,100,Kenji Yoshikawa,58
tsp.853,United States,Glennallen,Glennallen,Continuous,-145.527,62.113,439,4,POINT (-145.527 62.113),,,100,Kenji Yoshikawa,58
tsp.854,United States,Gulkana,Gulkana,Continuous,-145.4707,62.1669,480,70,POINT (-145.47066 62.16688),2009,2012,10,Vladimir E. Romanovsky,5
tsp.855,Austria,Sonnblick Observatory,Hoher Sonnblick 3,Mountain,12.9576,47.0535,3079,20,POINT (12.9576 47.053511),2016,2016,143,Claudia Riedl,21
tsp.856,Austria,Sonnblick Observatory,Hoher Sonnblick 2,Mountain,12.9577,47.0538,3098,20,POINT (12.957715 47.053781),,,38,Michael Staudinger,21
tsp.857,Austria,Sonnblick Observatory,Hoher Sonnblick 1,Mountain,12.9575,47.054,3105,20,POINT (12.957522 47.054028),2013,2013,143,Claudia Riedl,21
tsp.858,Germany,Zugspitze,Zugspitze 02/07 (E),Isolated Patches,10.9871,47.4218,2922,58,POINT (10.987142 47.421778),,,48,Andreas Poschinger,27
tsp.859,Germany,Zugspitze,Zugspitze 01/07 (W),Isolated Patches,10.9871,47.4218,2922,44,POINT (10.987108 47.421789),,,48,Andreas Poschinger,27
tsp.860,Switzerland,Schafberg,SBE_0290,Mountain,9.9252,46.4988,2732,60,POINT (9.925215 46.498797),1997,2015,13,Marcia Phillips,2
tsp.861,Switzerland,Schafberg,SBE_0190,Mountain,9.9263,46.4974,2754.2,67,POINT (9.926302 46.497379),2005,2015,13,Marcia Phillips,2
tsp.862,Switzerland,Muot da Barba Peider,MBP_0196,Mountain,9.9311,46.4964,2946,18,POINT (9.931076 46.4964),1996,2015,13,Marcia Phillips,2
tsp.863,Switzerland,Muragl,MUR_0199,Mountain,9.9278,46.5076,2536.1,70.2,POINT (9.927823 46.507569),2002,2014,95,Sarah Springman,50
tsp.864,Switzerland,Schilthorn,SCH_5200,Mountain,7.8344,46.5583,2910,100,POINT (7.834426 46.558282),2002,2015,77,Jeannette Noetzli,2
tsp.865,Switzerland,Schilthorn,SCH_5198,Mountain,7.8346,46.5583,2910,14,POINT (7.834621 46.558281),1998,2015,77,Jeannette Noetzli,2
tsp.866,Switzerland,Schilthorn,SCH_5000,Mountain,7.8344,46.5583,2910,101,POINT (7.834426 46.558282),2002,2015,77,Jeannette Noetzli,2
tsp.867,Switzerland,Dreveneuse,DRE_0104,Mountain,6.8895,46.2733,1580,15,POINT (6.889508 46.273332),2004,2015,94,Reynald Delaloye,51
tsp.868,Switzerland,Piz Ot,Büz North rock glacier,Discontinuous,9.817,46.533,2870,5,POINT (9.817 46.533),,,59,Atsushi Ikeda,35
tsp.869,Switzerland,Ritigraben,RIT_0102,Mountain,7.8498,46.1747,2690,30,POINT (7.849835 46.174694),2002,2015,13,Marcia Phillips,2
tsp.870,Switzerland,Murtèl-Corvatsch,COR_0200,Mountain,9.822,46.4285,2672.3,63.2,POINT (9.82202 46.428534),2000,2015,95,Sarah Springman,50
tsp.871,Switzerland,Murtèl-Corvatsch,COR_0287,Mountain,9.8218,46.4288,2670.2,62,POINT (9.821836 46.42879),1987,2015,77,Jeannette Noetzli,2
tsp.872,Switzerland,Flüela,FLU_0102,Mountain,9.9436,46.7489,2394,23,POINT (9.943555 46.748868),2002,2015,13,Marcia Phillips,2
tsp.873,Switzerland,Gemsstock,GEM_0106,Mountain,8.6114,46.6012,2940,40,POINT (8.611422 46.601247),2006,2015,13,Marcia Phillips,2
tsp.874,Switzerland,Les Attelas,ATT_0208,Mountain,7.2737,46.0967,2689,21,POINT (7.273682 46.096746),2008,2015,93,Christophe Lambiel,49
tsp.875,Switzerland,Les Attelas,Les Attelas 03/08,Mountain,7.2749,46.0966,2741,15,POINT (7.274924 46.096595),,,93,Christophe Lambiel,49
tsp.876,Switzerland,Les Attelas,ATT_0108,Mountain,7.2731,46.0968,2661,26,POINT (7.273075 46.096772),2008,2015,93,Christophe Lambiel,49
tsp.877,Switzerland,Lapires,LAP_0198,Mountain,7.2852,46.1071,2500,19.8,POINT (7.285229 46.107127),1999,2015,94,Reynald Delaloye,51
tsp.878,Switzerland,Lapires,Lapires 08/13,Isolated Patches,7.2833,46.1051,2571,15,POINT (7.283252 46.1051),,,93,Christophe Lambiel,49
tsp.879,Switzerland,Gentianes,GEN_0102,Mountain,7.3025,46.0837,2888,20.04,POINT (7.302472 46.083705),2002,2015,93,Christophe Lambiel,49
tsp.880,Switzerland,Tsaté,TSA_0104,Mountain,7.5484,46.109,3040,20,POINT (7.548442 46.109047),2004,2015,93,Christophe Lambiel,49
tsp.881,Switzerland,Arolla,Arolla 02/96,Discontinuous,7.4547,46.0266,2820,10,POINT (7.454728 46.026629),,,13,Marcia Phillips,2
tsp.882,Switzerland,Arolla,Arolla 01/96,Discontinuous,7.4547,46.0266,2840,10,POINT (7.454728 46.026629),,,13,Marcia Phillips,2
tsp.883,Switzerland,Petit Mont Rouge,Petit Mont Rouge-1,Discontinuous,7.4445,46.0181,2608,25,POINT (7.444472 46.018058),,,93,Christophe Lambiel,49
tsp.884,Switzerland,Petit Mont Rouge,Petit Mont Rouge-2,Discontinuous,7.4438,46.0181,2635,20,POINT (7.443802 46.018058),,,93,Christophe Lambiel,49
tsp.885,Switzerland,Petit Mont Rouge,Petit Mont Rouge-3,Discontinuous,7.4434,46.0181,2659,15,POINT (7.443388 46.018058),,,93,Christophe Lambiel,49
tsp.886,Switzerland,Matterhorn,MAT_0205,Mountain,7.676,45.9823,3295,53,POINT (7.676049 45.982321),2005,2015,13,Marcia Phillips,2
tsp.887,Switzerland,Stockhorn,STO_6100,Mountain,7.8241,45.9866,3410,31,POINT (7.824057 45.986553),2002,2015,97,Martin Hoelzle,51
tsp.888,Switzerland,Stockhorn,STO_6000,Mountain,7.8242,45.9868,3410,100,POINT (7.824201 45.986786),2002,2015,97,Martin Hoelzle,51
tsp.889,Italy,Helbronner,Helbronner,Isolated Patches,6.9328,45.8472,3462,64.35,POINT (6.932778 45.847222),,,23,Mauro Guglielmin,10
tsp.890,Italy,Monti Foscagno,Monti Foscagno S2,Discontinuous,10.2069,46.4727,2650,17.6,POINT (10.206861 46.47275),,,23,Mauro Guglielmin,10
